,player1_win,ranking_diff,match_winloss_diff,game_winloss_diff,aces_per_serve_diff,bp_saved_per_faced_diff,bp_won_per_achieved_diff,serve_winloss_diff,nonserve_winloss_diff,firstserve_win_diff
0,0,-875.0,-0.0636363636363636,0.010169491525423568,-0.14628708089022563,0.13665892188619466,0.05021120293847581,-0.025680479242109255,-0.0048079834866859295,0.07255083388410632
1,1,-1230.0,0.0357142857142857,0.14814814814814814,0.04902001907418492,-0.006655066844142521,-0.030967412217412282,0.04978075427402118,-0.018269348569014687,0.036087583796594436
2,0,455.0,0.125,0.009195117928418206,-0.016083074590538787,0.07925943104514532,-0.11555059523809524,-0.03342210483489605,0.016707042007043538,-0.03374499385472607
3,1,-1820.0,-0.12121212121212122,-0.14276354973198324,-0.022811408609179698,-0.07424242424242439,-0.08172438672438675,-0.022067058710454335,-0.004215177638106693,-0.0202161433671334
4,0,658.0,0.1470588235294118,0.14992576727432028,-0.14583347895136808,-0.09676052239077437,0.02445683401565757,-0.03406368530218429,0.09256370535398956,-0.06807900969845693
5,1,-740.0,-0.10989010989010989,0.04025334271639691,0.04927730901260052,0.11727774667335111,0.03679779604149347,0.08353459209594571,-0.040438844521315354,0.051828124720521784
6,1,3131.0,0.16666666666666663,0.07947911989223178,0.01652432659924985,0.03445767195767202,0.0134920634920635,0.022939814170298445,-0.021819023509370317,0.0413349456923644
7,0,-175.0,0.04545454545454547,-0.0005822981366460089,0.050811483688796594,-0.019313672438672436,0.11427877677877685,0.00129120222430823,0.03243944150138861,-0.04933089410975139
8,0,85.0,0.0,-0.15604415168239283,-0.03633569209748756,0.08615273615273611,0.006288156288156321,-0.05687293743550215,-0.04444488267997421,-0.02570804354898021
9,0,-172.0,0.0,-0.1326754385964911,0.020680291689148436,-0.12823565323565322,-0.07384538538384683,-0.04295960272279464,-0.03494037315083942,-0.024148445578306865
10,0,139.0,-0.16153846153846158,-0.10540352504638217,-0.11654109157762421,0.056236327774789374,0.02137362637362633,-0.05820595498051473,0.04126843442535427,-0.048392369917202305
11,0,1145.0,-0.2421052631578947,-0.3345710377174127,-0.08414615071716904,-0.22286236424394323,-0.13219469127363864,-0.023739870281830555,-0.02942378765779763,-0.01966014683041928
12,0,-1330.0,-0.1777777777777778,-0.2698290311766678,0.018085025678257205,0.14093915343915342,-0.13778449945116605,0.004289307584611102,-0.06625463985523117,0.00835669692738561
13,1,2000.0,0.33333333333333337,0.3820696721311474,0.06649972327823732,0.22691798941798935,0.010978835978835977,0.04652766330547098,-0.0047541031831342395,0.027056985322930105
14,0,-811.0,0.0,-0.03492063492063491,0.03924169381124022,-0.21284632034632034,0.03630952380952385,-0.001812796153289109,0.008409151457348552,-0.01297275925922875
15,1,1480.0,-0.06390977443609025,-0.07473921289710761,-0.03406348214799794,-0.10070505935167595,-0.02784382493029114,0.0047227919203429725,-0.03819358621274782,0.01628799105973111
16,1,1410.0,0.12184873949579822,0.20227003845016278,0.05895688748291897,-0.08082687620502749,0.05176315281357302,0.04783480172989696,0.01481546855312671,0.03640177641776993
17,0,-503.0,-0.03809523809523807,-0.0517228630582669,-0.031798490164642285,-0.1669179894179894,-0.02019041804756086,-0.038224381430033816,-0.015018109505494204,-0.05810108543484527
18,0,-52.0,0.0,-0.07043328879557176,0.09715370283181946,0.02587868480725608,-0.025559262166405056,0.10336852436018451,-0.0852861533687308,0.12061124918517141
19,0,-210.0,0.020979020979020935,-0.04715719063545154,0.06661744191793036,-0.07475579975579971,-0.02724497724497721,0.05609286999417051,-0.03308613264335303,0.03192371036425051
20,1,676.0,-0.006993006993006978,0.013217279174726038,0.061612670022033314,0.0758741258741259,-0.06102647352647356,0.005039008461240835,-0.01668534366276364,-0.017796231819372288
21,1,1390.0,0.11538461538461542,0.10826491516146697,0.03463184552850132,0.04352470179393264,0.053790098790098884,-0.0062109934297036595,0.04609145832957229,-0.056025630814312555
22,1,-135.0,-0.09999999999999998,0.11665350264293095,0.04423891960783454,-0.048504088504088494,0.018650793650793585,0.05631748229498301,0.027421811084776093,0.023122778166286218
23,0,646.0,0.20512820512820507,0.09852216748768483,-0.03406773953043743,0.01312631812631826,0.07436821013744088,0.06252608525434988,0.0037537608235529984,0.045536452874757605
24,0,985.0,-0.06153846153846154,-0.03623529411764714,-0.005718185213576199,-0.0979517704517705,-0.02597680097680105,0.04894786271897622,-0.03817761219369825,0.040684942129886714
25,0,-3095.0,0.0039215686274509665,-0.03980099502487566,0.04318484941797983,-0.00391888068358659,0.07612101406219063,-0.01110803290688922,0.013624559227017496,-0.01735417916917642
26,1,-240.0,-0.20614035087719296,-0.23016072325464587,0.0010692759429076215,0.07935748462064263,-0.10046549454444187,-0.042654697729752056,0.023963249726676794,0.017425928985621453
27,1,-20.0,0.0,-0.13399980301388748,-0.019738806154821986,-0.0021264089445907075,-0.09468057195329921,-0.024870969021104417,-0.05767029912944427,0.003937906431720262
28,0,1205.0,0.22966507177033496,0.16871287128712864,-0.08537298187940102,-0.01383088875348959,0.19513556618819772,-0.02438226082192574,0.03517560522072716,-0.03475587331627972
29,1,-473.0,-0.26136363636363635,-0.1833062770562771,0.04857129208848078,0.09666678018950747,-0.16787500693750695,-0.010922728840273899,-0.042114246522383436,0.014694165249037938
30,0,-35.0,-0.1454545454545454,-0.1015625,0.020468358113627086,-0.0627705627705627,0.021515429015429077,0.013633092067924624,0.008417724515941694,-0.03564346526449308
31,0,-2700.0,-0.14583333333333331,-0.046751968503937036,-0.07108003321124406,-0.10482052669552677,0.09019593560034739,-0.006913732218992941,-0.014251734170067254,0.010611714831759711
32,0,-512.0,-0.2777777777777778,-0.283655420897478,-0.027309854039039044,0.007904595404595316,0.033732162898829465,-0.045100332749651306,0.006148402723514967,-0.006232945766536158
33,1,-1255.0,0.0080971659919028,0.04746494066882434,0.03757800788394447,-0.08429085534348701,0.0239139515455305,0.0644282270982156,-0.011569155776581797,0.09546104795044774
34,0,-630.0,-0.11538461538461542,-0.04793842034805884,-0.0031700558023686487,0.007530788300018965,-0.06719896365149203,0.012282114744779915,0.0027085665151010407,0.017547369234634236
35,1,3765.0,0.18026565464895639,0.05968522695592671,0.03272141829434014,-0.13012774175013264,0.009799403632420767,0.03464857661305032,-0.0069163147680325054,0.08321118069801364
36,0,-807.0,-0.19999999999999996,-0.22772980007098065,-0.002906135490939682,-0.0464790209790209,-0.154957987660774,-0.03075893101254823,-0.03088836772508241,-0.020643418857114737
37,0,-209.0,0.06666666666666665,0.055867528162105495,0.004410349753474652,0.0017476967476967031,-0.07224326599326597,0.014960452138699898,0.003989752321503892,-0.015051209896390971
38,1,-950.0,-0.125,-0.014705882352941124,-0.06681250763384014,0.1653547262922263,0.038872755784520485,-0.04402536565585713,0.04541020625786113,-0.050739755608362525
39,0,-3075.0,-0.23333333333333328,-0.17735042735042728,-0.059475556937666846,0.04143356643356644,0.12121702915820565,-0.1033646932025738,0.029824182853054326,-0.11391347900877519
40,1,1299.0,0.15517241379310343,0.2668032964336744,0.015350857827248536,-0.07942718201338883,0.06099779070398059,0.03065409192216184,0.03760234008849689,-0.008660436062531751
41,1,-322.0,-0.16666666666666669,-0.08728139673494306,-0.060133381388000035,0.08636045772409418,0.03412791456909106,-0.05479114101550253,0.0337687164558681,-0.04370177266655634
42,1,7205.0,0.21034482758620687,0.2233205887596823,-0.053383329112040356,0.01506585706382857,0.11245723005864999,-0.002046458668775175,0.03977574731265193,-0.03238765692111889
43,1,7210.0,0.28095238095238095,0.19638694638694632,0.028851938845642855,0.055747612176183514,0.02386126908130437,0.02397705625623614,0.026716515659504225,0.000517026505979068
44,1,7115.0,0.17272727272727273,0.10788427259015498,0.04582369127160717,-0.02271506271506274,0.014894609174794904,0.06522704576063354,0.0063674796688443225,0.07986651156581764
45,1,7115.0,0.16666666666666674,0.21834510666997975,-0.06289728349906332,-0.02577922077922079,0.052076507370625025,-0.012728957972113708,0.04053351463139393,-0.018417581756431822
