,tourney_date,w_id,w_games_won,w_aces_per_serve,w_bp_saved_per_faced,w_bp_won_per_achieved,w_serve_winloss,w_nonserve_winloss,w_firstserve_win,winner_rank_points,l_id,l_games_won,l_aces_per_serve,l_bp_saved_per_faced,l_bp_won_per_achieved,l_serve_winloss,l_nonserve_winloss,l_firstserve_win,loser_rank_points
21,2026-01-14,M0GZ,17,0.24509803921568626,0.75,0.25,0.7058823529411765,0.23456790123456794,0.5588235294117647,865.0,N771,15,0.037037037037037035,0.75,0.25,0.7654320987654321,0.2941176470588235,0.4215686274509804,1523.0
22,2026-01-14,M0NI,15,0.2268041237113402,0.8461538461538461,0.4,0.6391752577319587,0.46153846153846156,0.4639175257731959,2125.0,M0JF,10,0.0989010989010989,0.6,0.15384615384615385,0.5384615384615384,0.3608247422680413,0.35051546391752575,643.0
23,2026-01-14,MU94,16,0.15730337078651685,0.5714285714285714,0.25,0.6741573033707865,0.3535353535353535,0.5056179775280899,1295.0,C0AU,15,0.020202020202020204,0.75,0.4285714285714286,0.6464646464646465,0.3258426966292135,0.4606741573033708,2035.0
24,2026-01-14,PL56,12,0.1111111111111111,,0.4,0.7777777777777778,0.32727272727272727,0.48148148148148145,2000.0,O522,8,0.2727272727272727,0.6,,0.6727272727272727,0.2222222222222222,0.5185185185185185,861.0
25,2026-01-14,S0H2,13,0.14285714285714285,1.0,0.09999999999999998,0.7936507936507936,0.33783783783783783,0.6190476190476191,597.0,F724,9,0.0945945945945946,0.9,0.0,0.6621621621621622,0.2063492063492064,0.5396825396825397,949.0
26,2026-01-14,S0JA,13,0.10606060606060606,0.5,0.33333333333333337,0.7424242424242424,0.32894736842105265,0.6060606060606061,672.0,BT72,10,0.05263157894736842,0.6666666666666666,0.5,0.6710526315789473,0.25757575757575757,0.6060606060606061,1070.0
27,2026-01-14,S0S1,13,0.1643835616438356,1.0,0.5,0.726027397260274,0.3484848484848485,0.589041095890411,3960.0,C0DF,9,0.015151515151515152,0.5,0.0,0.6515151515151515,0.273972602739726,0.4520547945205479,829.0
28,2026-01-14,V832,13,0.1111111111111111,0.5,0.2727272727272727,0.7142857142857143,0.42307692307692313,0.47619047619047616,693.0,VA08,8,0.10256410256410256,0.7272727272727273,0.5,0.5769230769230769,0.2857142857142857,0.5873015873015873,147.0
29,2026-01-13,BT72,17,0.07407407407407407,0.6666666666666666,1.0,0.7037037037037037,0.23076923076923073,0.5833333333333334,1070.0,EA24,17,0.06593406593406594,0.0,0.33333333333333337,0.7692307692307693,0.2962962962962963,0.3888888888888889,895.0
30,2026-01-13,F724,12,0.0684931506849315,0.8571428571428571,0.75,0.6438356164383562,0.41666666666666663,0.4383561643835616,949.0,Q02L,8,0.08333333333333333,0.25,0.1428571428571429,0.5833333333333334,0.3561643835616438,0.3150684931506849,733.0
31,2026-01-13,GC88,12,0.01694915254237288,1.0,0.8,0.711864406779661,0.4666666666666667,0.5084745762711864,895.0,MP20,4,0.06666666666666667,0.2,0.0,0.5333333333333333,0.288135593220339,0.3050847457627119,980.0
32,2026-01-13,H0BH,12,0.07692307692307693,0.75,0.5,0.75,0.38983050847457623,0.5,527.0,S0N0,8,0.13559322033898305,0.5,0.25,0.6101694915254238,0.25,0.4230769230769231,641.0
33,2026-01-13,HB64,12,0.19298245614035087,0.6,0.4444444444444444,0.6666666666666666,0.44067796610169496,0.43859649122807015,697.0,F0BY,7,0.03389830508474576,0.5555555555555556,0.4,0.559322033898305,0.33333333333333337,0.47368421052631576,752.0
34,2026-01-13,M0CI,17,0.0625,0.5,0.375,0.6875,0.3763440860215054,0.4270833333333333,975.0,MC65,14,0.10752688172043011,0.625,0.5,0.6236559139784946,0.3125,0.4166666666666667,550.0
35,2026-01-13,M0FH,12,0.22,1.0,0.6,0.78,0.37037037037037035,0.58,1360.0,D994,6,0.12962962962962962,0.4,0.0,0.6296296296296297,0.21999999999999997,0.4,694.0
36,2026-01-13,M0GZ,13,0.29333333333333333,0.8571428571428571,0.25,0.6666666666666666,0.3661971830985915,0.5466666666666666,865.0,BD06,9,0.028169014084507043,0.75,0.1428571428571429,0.6338028169014085,0.33333333333333337,0.4666666666666667,670.0
37,2026-01-13,M0JF,16,0.1411764705882353,0.6666666666666666,0.5,0.7529411764705882,0.2696629213483146,0.5882352941176471,643.0,K0AZ,16,0.16853932584269662,0.5,0.33333333333333337,0.7303370786516854,0.24705882352941178,0.611764705882353,964.0
38,2026-01-13,M0QI,15,0.023529411764705882,0.3333333333333333,0.33333333333333337,0.6,0.43518518518518523,0.43529411764705883,1350.0,N0BS,13,0.037037037037037035,0.6666666666666666,0.6666666666666667,0.5648148148148148,0.4,0.4588235294117647,760.0
39,2026-01-13,S0H2,17,0.06862745098039216,0.4444444444444444,0.6,0.5980392156862745,0.44999999999999996,0.4019607843137255,597.0,D923,15,0.01,0.4,0.5555555555555556,0.55,0.4019607843137255,0.39215686274509803,837.0
40,2026-01-13,TE30,12,0.21951219512195122,,1.0,0.8780487804878049,0.4375,0.7073170731707317,722.0,U182,6,0.08333333333333333,0.0,,0.5625,0.12195121951219512,0.5121951219512195,1028.0
41,2026-01-13,V832,14,0.06382978723404255,1.0,0.0,0.6808510638297872,0.2597402597402597,0.40425531914893614,693.0,TE51,12,0.16883116883116883,1.0,0.0,0.7402597402597403,0.3191489361702128,0.46808510638297873,1455.0
42,2026-01-13,VA08,13,0.07142857142857142,0.0,0.6666666666666667,0.7,0.3484848484848485,0.5142857142857142,147.0,D0F6,9,0.07575757575757576,0.3333333333333333,1.0,0.6515151515151515,0.30000000000000004,0.45714285714285713,1215.0
43,2026-01-12,B0BI,17,0.02702702702702703,0.8333333333333334,0.33333333333333337,0.6486486486486487,0.34375,0.5135135135135135,1250.0,N0AM,14,0.10416666666666667,0.6666666666666666,0.16666666666666663,0.65625,0.3513513513513513,0.38738738738738737,677.0
44,2026-01-12,C0DF,12,0.19607843137254902,,0.6666666666666667,0.7843137254901961,0.3650793650793651,0.6274509803921569,829.0,R0EB,8,0.06349206349206349,0.3333333333333333,,0.6349206349206349,0.21568627450980393,0.6862745098039216,924.0
45,2026-01-12,HH26,13,0.07462686567164178,1.0,0.16666666666666663,0.7761194029850746,0.32835820895522383,0.5074626865671642,1355.0,A0GC,9,0.1044776119402985,0.8333333333333334,0.0,0.6716417910447762,0.22388059701492535,0.3880597014925373,862.0
46,2026-01-12,MU94,12,0.09375,0.0,0.75,0.78125,0.5769230769230769,0.53125,1295.0,AE14,3,0.057692307692307696,0.25,1.0,0.4230769230769231,0.21875,0.40625,1123.0
47,2026-01-12,N771,12,0.0625,,0.375,0.7708333333333334,0.41333333333333333,0.6041666666666666,1523.0,G09O,7,0.05333333333333334,0.625,,0.5866666666666667,0.22916666666666663,0.6041666666666666,653.0
48,2026-01-12,O522,13,0.34375,1.0,0.5,0.8125,0.22807017543859653,0.6875,861.0,P09Z,9,0.17543859649122806,0.5,0.0,0.7719298245614035,0.1875,0.546875,1000.0
49,2026-01-12,S0JA,12,0.11363636363636363,,0.6,0.8409090909090909,0.4444444444444444,0.5681818181818182,672.0,ME82,7,0.06349206349206349,0.4,,0.5555555555555556,0.15909090909090906,0.4318181818181818,817.0
50,2026-01-12,VA25,13,0.1411764705882353,0.75,0.75,0.6235294117647059,0.35820895522388063,0.5176470588235295,1469.0,KI95,10,0.05970149253731343,0.25,0.25,0.6417910447761194,0.3764705882352941,0.3764705882352941,910.0
51,2026-01-11,BK92,13,0.14925373134328357,0.6666666666666666,0.4285714285714286,0.7014925373134329,0.3972602739726028,0.5970149253731343,2845.0,M0EJ,9,0.0684931506849315,0.5714285714285714,0.33333333333333337,0.6027397260273972,0.29850746268656714,0.43283582089552236,3990.0
52,2026-01-11,HB71,15,0.2,0.8888888888888888,0.2857142857142857,0.6777777777777778,0.3205128205128205,0.5777777777777777,710.0,W367,12,0.1282051282051282,0.7142857142857143,0.11111111111111116,0.6794871794871795,0.3222222222222222,0.4222222222222222,397.0
53,2026-01-11,MM58,13,0.136986301369863,0.75,0.6,0.6712328767123288,0.3584905660377359,0.4931506849315068,2710.0,N0AE,8,0.05660377358490566,0.4,0.25,0.6415094339622641,0.3287671232876712,0.3561643835616438,1380.0
54,2026-01-10,BK92,15,0.10975609756097561,0.75,1.0,0.6829268292682927,0.3902439024390244,0.5121951219512195,2845.0,GC88,12,0.06097560975609756,0.0,0.25,0.6097560975609756,0.31707317073170727,0.43902439024390244,845.0
55,2026-01-10,BU13,18,0.07,1.0,0.33333333333333337,0.71,0.3653846153846154,0.42,1208.0,W367,13,0.07692307692307693,0.6666666666666666,0.0,0.6346153846153846,0.29000000000000004,0.4,397.0
56,2026-01-10,HB71,14,0.21052631578947367,1.0,0.0,0.75,0.31506849315068497,0.6578947368421053,710.0,FB98,12,0.1643835616438356,1.0,0.0,0.684931506849315,0.25,0.4868421052631579,4085.0
57,2026-01-10,M0EJ,19,0.042735042735042736,0.875,0.30000000000000004,0.6752136752136753,0.34285714285714286,0.5555555555555556,3990.0,RE44,16,0.06666666666666667,0.7,0.125,0.6571428571428571,0.32478632478632474,0.42735042735042733,2510.0
58,2026-01-10,MM58,12,0.12,0.875,0.5,0.6133333333333333,0.4769230769230769,0.4266666666666667,2710.0,M0QI,6,0.06153846153846154,0.5,0.125,0.5230769230769231,0.3866666666666667,0.29333333333333333,1300.0
59,2026-01-10,N0AE,13,0.2054794520547945,1.0,0.33333333333333337,0.684931506849315,0.35064935064935066,0.5205479452054794,1380.0,K0AZ,10,0.18181818181818182,0.6666666666666666,0.0,0.6493506493506493,0.31506849315068497,0.5205479452054794,877.0
60,2026-01-09,BK92,13,0.25862068965517243,1.0,0.5,0.8103448275862069,0.3970588235294118,0.5862068965517241,2845.0,S0RE,7,0.04411764705882353,0.5,0.0,0.6029411764705882,0.18965517241379315,0.41379310344827586,115.0
61,2026-01-09,DH58,16,0.057692307692307696,0.9090909090909091,0.5,0.6923076923076923,0.3058823529411765,0.4519230769230769,4080.0,HB71,14,0.2235294117647059,0.5,0.09090909090909094,0.6941176470588235,0.3076923076923077,0.4519230769230769,710.0
62,2026-01-09,GC88,7,0.075,0.8571428571428571,0.6,0.65,0.5172413793103448,0.55,845.0,MP01,3,0.0,0.4,0.1428571428571429,0.4827586206896552,0.35,0.275,184.0
63,2026-01-09,K0AZ,17,0.16049382716049382,0.0,0.19999999999999996,0.8148148148148148,0.25287356321839083,0.5555555555555556,877.0,M0GZ,15,0.27586206896551724,0.8,1.0,0.7471264367816092,0.18518518518518523,0.6172839506172839,825.0
64,2026-01-09,M0EJ,12,0.038461538461538464,0.0,0.5,0.7307692307692307,0.38596491228070173,0.40384615384615385,3990.0,W0BH,8,0.10526315789473684,0.5,1.0,0.6140350877192983,0.2692307692307693,0.5961538461538461,406.0
65,2026-01-09,M0QI,13,0.039473684210526314,1.0,0.5,0.6973684210526315,0.34328358208955223,0.4473684210526316,1300.0,K0AH,9,0.11940298507462686,0.5,0.0,0.6567164179104478,0.3026315789473685,0.40789473684210525,1090.0
66,2026-01-09,MM58,18,0.17204301075268819,0.8333333333333334,0.4444444444444444,0.6666666666666666,0.4222222222222223,0.5161290322580645,2710.0,MQ75,12,0.044444444444444446,0.5555555555555556,0.16666666666666663,0.5777777777777777,0.33333333333333337,0.3655913978494624,861.0
67,2026-01-09,N0AE,12,0.1111111111111111,1.0,0.6,0.7142857142857143,0.38,0.6190476190476191,1380.0,C0JP,6,0.06,0.4,0.0,0.62,0.2857142857142857,0.3333333333333333,704.0
68,2026-01-09,RE44,12,0.14,1.0,0.25,0.82,0.42028985507246375,0.68,2510.0,BT72,7,0.028985507246376812,0.75,0.0,0.5797101449275363,0.18000000000000005,0.66,1120.0
69,2026-01-08,BU13,13,0.08860759493670886,0.6,0.5714285714285714,0.6455696202531646,0.4067796610169492,0.3924050632911392,1208.0,M0NI,8,0.1016949152542373,0.42857142857142855,0.4,0.5932203389830508,0.35443037974683544,0.27848101265822783,2130.0
70,2026-01-08,C0JP,13,0.15151515151515152,1.0,0.1428571428571429,0.7575757575757576,0.40740740740740744,0.5454545454545454,704.0,D875,9,0.13580246913580246,0.8571428571428571,0.0,0.5925925925925926,0.24242424242424243,0.4696969696969697,1080.0
71,2026-01-08,GC88,13,0.04411764705882353,0.25,0.4444444444444444,0.6470588235294118,0.4736842105263158,0.47058823529411764,845.0,MP20,10,0.039473684210526314,0.5555555555555556,0.75,0.5263157894736842,0.3529411764705882,0.4117647058823529,980.0
72,2026-01-08,K0AZ,17,0.1875,0.75,0.5,0.6785714285714286,0.27956989247311825,0.4107142857142857,877.0,N771,16,0.11827956989247312,0.5,0.25,0.7204301075268817,0.3214285714285714,0.45535714285714285,1523.0
73,2026-01-08,M0GZ,18,0.28431372549019607,0.6666666666666666,0.0,0.7745098039215687,0.26126126126126126,0.5980392156862745,825.0,H0BH,18,0.04504504504504504,1.0,0.33333333333333337,0.7387387387387387,0.22549019607843135,0.5980392156862745,546.0
74,2026-01-08,MP01,14,0.12790697674418605,0.8,0.33333333333333337,0.7209302325581395,0.2987012987012987,0.5465116279069767,184.0,KE29,12,0.15584415584415584,0.6666666666666666,0.19999999999999996,0.7012987012987013,0.2790697674418605,0.4883720930232558,2320.0
75,2026-01-08,N0AE,12,0.2,1.0,0.33333333333333337,0.6833333333333333,0.4107142857142857,0.5333333333333333,1380.0,HB64,6,0.10714285714285714,0.6666666666666666,0.0,0.5892857142857143,0.31666666666666665,0.4,669.0
76,2026-01-08,S0RE,12,0.1,1.0,0.6666666666666667,0.7,0.2954545454545454,0.5428571428571428,115.0,SU87,7,0.11363636363636363,0.3333333333333333,0.0,0.7045454545454546,0.30000000000000004,0.34285714285714286,1240.0
77,2026-01-07,B0BI,13,0.0410958904109589,1.0,0.5,0.684931506849315,0.3484848484848485,0.5616438356164384,1145.0,W367,9,0.16666666666666666,0.5,0.0,0.6515151515151515,0.31506849315068497,0.3972602739726027,397.0
78,2026-01-07,BT72,13,0.08196721311475409,0.5,0.75,0.7213114754098361,0.3846153846153846,0.5245901639344263,1120.0,C977,8,0.17307692307692307,0.25,0.5,0.6153846153846154,0.2786885245901639,0.36065573770491804,765.0
79,2026-01-07,HB71,13,0.38181818181818183,,1.0,0.8727272727272727,0.3389830508474576,0.6727272727272727,710.0,GJ37,9,0.06779661016949153,0.0,,0.6610169491525424,0.12727272727272732,0.4727272727272727,1565.0
80,2026-01-07,K0AH,7,0.21428571428571427,,0.25,0.8571428571428571,0.36585365853658536,0.5714285714285714,1090.0,L0BV,5,0.14634146341463414,0.75,,0.6341463414634146,0.1428571428571429,0.75,2075.0
81,2026-01-07,M0EJ,18,0.08333333333333333,0.3333333333333333,0.625,0.65625,0.3936170212765957,0.4791666666666667,3990.0,EA24,13,0.10638297872340426,0.375,0.6666666666666667,0.6063829787234043,0.34375,0.46875,895.0
82,2026-01-07,M0QI,12,0.07547169811320754,1.0,0.33333333333333337,0.7169811320754716,0.41666666666666663,0.5283018867924528,1300.0,T0HA,6,0.13333333333333333,0.6666666666666666,0.0,0.5833333333333334,0.28301886792452835,0.41509433962264153,1540.0
83,2026-01-07,MM58,12,0.1875,,0.5,0.7708333333333334,0.38095238095238093,0.6458333333333334,2710.0,TD51,5,0.047619047619047616,0.5,,0.6190476190476191,0.22916666666666663,0.4166666666666667,1500.0
84,2026-01-07,MQ75,20,0.12037037037037036,,0.0,0.8148148148148148,0.24590163934426235,0.6111111111111112,861.0,O522,19,0.36065573770491804,1.0,,0.7540983606557377,0.18518518518518523,0.7222222222222222,861.0
85,2026-01-07,RE44,15,0.12987012987012986,0.6,0.7142857142857143,0.6493506493506493,0.45833333333333337,0.4935064935064935,2510.0,WB32,9,0.06944444444444445,0.2857142857142857,0.4,0.5416666666666666,0.35064935064935066,0.36363636363636365,322.0
86,2026-01-07,TE51,13,0.07936507936507936,1.0,0.6666666666666667,0.7301587301587301,0.26415094339622647,0.5555555555555556,1380.0,FB98,9,0.11320754716981132,0.3333333333333333,0.0,0.7358490566037735,0.2698412698412699,0.4126984126984127,4085.0
87,2026-01-07,W0BH,15,0.09345794392523364,0.7333333333333333,0.36363636363636365,0.5887850467289719,0.39814814814814814,0.3925233644859813,406.0,D0F6,16,0.08333333333333333,0.6363636363636364,0.2666666666666667,0.6018518518518519,0.4112149532710281,0.4672897196261682,1215.0
88,2026-01-06,BU13,12,0.08,1.0,0.30000000000000004,0.76,0.4516129032258065,0.44,1208.0,AG37,6,0.12903225806451613,0.7,0.0,0.5483870967741935,0.24,0.56,4190.0
89,2026-01-06,C0JP,12,0.041666666666666664,,0.25,0.7708333333333334,0.4461538461538461,0.6041666666666666,704.0,SU55,6,0.046153846153846156,0.75,,0.5538461538461539,0.22916666666666663,0.4166666666666667,1665.0
90,2026-01-06,D0F6,13,0.1232876712328767,,1.0,0.7534246575342466,0.2753623188405797,0.5342465753424658,1215.0,D0C1,10,0.11594202898550725,0.0,,0.7246376811594203,0.2465753424657534,0.4657534246575342,763.0
91,2026-01-06,D875,12,0.14285714285714285,1.0,0.75,0.7755102040816326,0.4,0.5306122448979592,1080.0,CD85,5,0.08888888888888889,0.25,0.0,0.6,0.22448979591836737,0.42857142857142855,656.0
92,2026-01-06,DH58,12,0.06451612903225806,1.0,0.6666666666666667,0.6451612903225806,0.4655172413793104,0.41935483870967744,4080.0,M0NI,5,0.05172413793103448,0.3333333333333333,0.0,0.5344827586206896,0.3548387096774194,0.3709677419354839,2130.0
93,2026-01-06,EA24,13,0.14285714285714285,0.5,0.25,0.75,0.38888888888888884,0.4642857142857143,895.0,R0EB,9,0.125,0.75,0.5,0.6111111111111112,0.25,0.5178571428571429,924.0
94,2026-01-06,GC88,12,0.023809523809523808,,0.7142857142857143,0.6904761904761905,0.56,0.5,845.0,DB63,2,0.08,0.2857142857142857,,0.44,0.30952380952380953,0.38095238095238093,652.0
95,2026-01-06,H0BH,12,0.12962962962962962,0.5,0.5,0.6481481481481481,0.45833333333333337,0.4074074074074074,546.0,W09E,5,0.08333333333333333,0.5,0.5,0.5416666666666666,0.35185185185185186,0.3333333333333333,732.0
96,2026-01-06,M0GZ,17,0.21818181818181817,0.6666666666666666,0.0,0.7181818181818181,0.19791666666666663,0.5454545454545454,825.0,PL56,18,0.0625,1.0,0.33333333333333337,0.8020833333333334,0.28181818181818186,0.45454545454545453,2050.0
97,2026-01-06,MP01,13,0.17105263157894737,1.0,0.33333333333333337,0.6842105263157895,0.3384615384615385,0.5131578947368421,184.0,TE30,9,0.09230769230769231,0.6666666666666666,0.0,0.6615384615384615,0.3157894736842105,0.3684210526315789,717.0
98,2026-01-06,MP20,13,0.15254237288135594,0.6,1.0,0.6949152542372882,0.4032258064516129,0.559322033898305,980.0,KI95,9,0.11290322580645161,0.0,0.4,0.5967741935483871,0.30508474576271183,0.5084745762711864,1000.0
99,2026-01-06,N0AE,13,0.21739130434782608,0.6666666666666666,0.2857142857142857,0.7391304347826086,0.36111111111111116,0.4782608695652174,1380.0,DH50,10,0.08333333333333333,0.7142857142857143,0.33333333333333337,0.6388888888888888,0.26086956521739135,0.4492753623188406,2585.0
100,2026-01-06,N771,15,0.09615384615384616,0.2857142857142857,0.30000000000000004,0.5865384615384616,0.38613861386138615,0.41346153846153844,1523.0,HH26,17,0.12871287128712872,0.7,0.7142857142857143,0.6138613861386139,0.41346153846153844,0.375,1355.0
101,2026-01-06,RC91,20,0.10569105691056911,0.6363636363636364,0.3846153846153846,0.6341463414634146,0.3902439024390244,0.3983739837398374,1527.0,C0E9,18,0.04065040650406504,0.6153846153846154,0.36363636363636365,0.6097560975609756,0.36585365853658536,0.3252032520325203,2000.0
102,2026-01-06,S0RE,12,0.10344827586206896,1.0,0.4,0.7241379310344828,0.28846153846153844,0.5172413793103449,115.0,C0DF,8,0.1346153846153846,0.6,0.0,0.7115384615384616,0.27586206896551724,0.46551724137931033,829.0
103,2026-01-06,SU87,13,0.06349206349206349,0.5,0.5,0.7142857142857143,0.42307692307692313,0.47619047619047616,1240.0,S0UV,8,0.01282051282051282,0.5,0.5,0.5769230769230769,0.2857142857142857,0.3968253968253968,292.0
104,2026-01-06,V812,13,0.05555555555555555,0.625,0.5,0.5972222222222222,0.4305555555555556,0.4027777777777778,746.0,SL28,10,0.041666666666666664,0.5,0.375,0.5694444444444444,0.4027777777777778,0.375,711.0
105,2026-01-06,W0BH,13,0.05555555555555555,0.75,0.4545454545454546,0.625,0.472972972972973,0.375,406.0,N0BS,8,0.04054054054054054,0.5454545454545454,0.25,0.527027027027027,0.375,0.4305555555555556,760.0
106,2026-01-05,BT72,12,0.09803921568627451,0.6,0.625,0.6078431372549019,0.49275362318840576,0.5294117647058824,1120.0,D923,7,0.014492753623188406,0.375,0.4,0.5072463768115942,0.3921568627450981,0.47058823529411764,837.0
107,2026-01-05,C977,12,0.16071428571428573,1.0,0.5,0.6964285714285714,0.44897959183673475,0.42857142857142855,765.0,ME82,5,0.0,0.5,0.0,0.5510204081632653,0.3035714285714286,0.39285714285714285,817.0
108,2026-01-05,FB98,17,0.14285714285714285,0.8333333333333334,0.0,0.6964285714285714,0.29508196721311475,0.5357142857142857,4085.0,MU94,18,0.11475409836065574,1.0,0.16666666666666663,0.7049180327868853,0.3035714285714286,0.5535714285714286,1385.0
109,2026-01-05,HB64,17,0.189873417721519,0.5,0.4,0.7721518987341772,0.3214285714285714,0.6582278481012658,669.0,P09Z,14,0.15476190476190477,0.6,0.5,0.6785714285714286,0.22784810126582278,0.5189873417721519,1000.0
110,2026-01-05,HB71,12,0.3333333333333333,1.0,0.6666666666666667,0.6984126984126984,0.32608695652173914,0.5555555555555556,710.0,Z355,7,0.15217391304347827,0.3333333333333333,0.0,0.6739130434782609,0.3015873015873016,0.3968253968253968,5110.0
111,2026-01-05,K0AH,13,0.14925373134328357,0.75,0.2222222222222222,0.7313432835820896,0.37681159420289856,0.5522388059701493,1090.0,VA25,9,0.13043478260869565,0.7777777777777778,0.25,0.6231884057971014,0.26865671641791045,0.44776119402985076,1469.0
112,2026-01-05,L0BV,18,0.09090909090909091,1.0,0.6,0.75,0.3853211009174312,0.5681818181818182,2075.0,M0FH,13,0.07339449541284404,0.4,0.0,0.6146788990825688,0.25,0.5681818181818182,1360.0
